ItemID,int1 (max?),int2 (rate?),int3 (initial?),element4_byte,ResID,ResourceName,ItemName
2884,1,1,1,3,stables,stables,
2889,16,0,4,3,wood,wood,TABLE_3
2890,16,0,4,3,wood,wood,TABLE_4
2891,16,0,4,3,wood,wood,TABLE_5
2892,16,0,4,3,wood,wood,TABLE_6
2894,1,0,1,3,cloth,cloth,CHAIR_9
2894,14,0,4,3,wood,wood,CHAIR_9
2895,1,0,1,3,cloth,cloth,CHAIR_10
2895,14,0,4,3,wood,wood,CHAIR_10
2896,14,0,4,3,wood,wood,CHAIR_11
2897,1,0,1,3,cloth,cloth,CHAIR_12
2897,14,0,14,3,wood,wood,CHAIR_12
2898,1,0,1,3,cloth,cloth,CHAIR_13
2898,14,0,4,3,wood,wood,CHAIR_13
2899,1,0,1,3,cloth,cloth,CHAIR_14
2899,14,0,4,3,wood,wood,CHAIR_14
2900,1,0,1,3,cloth,cloth,CHAIR_15
2900,14,0,4,3,wood,wood,CHAIR_15
2901,1,0,1,3,cloth,cloth,CHAIR_16
2901,14,0,4,3,wood,wood,CHAIR_16
2902,12,0,4,3,wood,wood,CHAIR_5
2903,12,0,4,3,wood,wood,CHAIR_6
2904,12,0,4,3,wood,wood,CHAIR_7
2905,12,0,4,3,wood,wood,CHAIR_8
2906,12,0,4,3,wood,wood,CHAIR_1
2907,12,0,4,3,wood,wood,CHAIR_2
2908,12,0,4,3,wood,wood,CHAIR_3
2909,12,0,4,3,wood,wood,CHAIR_4
2910,8,0,2,3,wood,wood,CHAIR_19
2923,1,1,1,3,food,food,
2924,1,1,1,3,food,food,
2925,1,1,1,3,food,food,
2926,1,1,1,3,food,food,
2927,1,1,1,3,food,food,
2928,1,1,1,3,food,food,
2929,1,1,1,3,food,food,
2930,1,1,1,3,food,food,
2931,1,1,1,3,food,food,
2932,1,1,1,3,food,food,
2933,1,1,1,3,food,food,
2934,1,1,1,3,food,food,
2935,1,1,1,3,food,food,
2936,1,1,1,3,food,food,
2937,1,1,1,3,food,food,
2938,1,1,1,3,food,food,
2939,1,1,1,3,food,food,
2940,22,0,4,3,wood,wood,TABLE_7
2941,26,0,4,3,wood,wood,TABLE_9
2942,1,1,1,3,food,food,
2943,1,1,1,3,food,food,
2944,1,1,1,3,food,food,
2945,1,1,1,3,food,food,
2946,1,1,1,3,food,food,
2947,1,1,1,3,food,food,
2948,1,1,1,3,food,food,
2949,1,1,1,3,food,food,
2950,1,1,1,3,food,food,
2951,1,1,1,3,food,food,
2952,1,1,1,3,food,food,
2953,1,1,1,3,food,food,
2954,1,1,1,3,food,food,
2955,1,1,1,3,food,food,
2956,1,1,1,3,food,food,
2957,1,1,1,3,food,food,
2958,1,1,1,3,food,food,
2959,22,0,4,3,wood,wood,TABLE_8
2960,26,0,4,3,wood,wood,TABLE_10
2967,2,0,2,3,wood,wood,
3090,1,1,1,3,spookiness,spookiness,
3091,1,1,1,3,spookiness,spookiness,
3092,1,1,1,3,spookiness,spookiness,
3093,1,1,1,3,spookiness,spookiness,
3094,1,1,1,3,spookiness,spookiness,
3104,1,1,1,3,spookiness,spookiness,
3106,1,1,1,3,spookiness,spookiness,
3108,1,1,1,3,spookiness,spookiness,
3109,1,1,1,3,spookiness,spookiness,
3110,1,1,1,3,spookiness,spookiness,
3116,1,1,1,3,spookiness,spookiness,
3131,1,0,1,3,herbs,herbs,dried_flowers
3132,1,0,1,3,herbs,herbs,DRIED_FLOWERS_1
3133,1,0,1,3,herbs,herbs,dried_flowers_2
3134,1,0,1,3,herbs,herbs,DRIED_FLOWERS_2
3135,1,0,1,3,herbs,herbs,dried_flowers_3
3136,1,0,1,3,herbs,herbs,DRIED_ONIONS
3137,1,0,1,3,herbs,herbs,dried_onions_1
3138,1,0,1,3,herbs,herbs,DRIED_HERBS
3151,10,0,10,3,cotton,cotton,
3151,10,0,10,3,cloth,cloth,
3152,10,0,10,3,cotton,cotton,
3152,10,0,10,3,cloth,cloth,
3153,5,5,5,3,cotton,cotton,COTTON_PLANT
3153,5,0,5,3,cloth,cloth,COTTON_PLANT
3154,5,0,5,3,cotton,cotton,cotton_plant_1
3154,5,0,5,3,cloth,cloth,cotton_plant_1
3155,5,0,5,3,cotton,cotton,cotton_plant_2
3155,5,0,5,3,cloth,cloth,cotton_plant_2
3156,5,0,5,3,cotton,cotton,cotton_plant_3
3156,5,0,5,3,cloth,cloth,cotton_plant_3
3157,5,0,5,3,flour,flour,wheat_plant
3157,5,0,5,3,crops,crops,wheat_plant
3157,5,0,5,3,wheat,wheat,wheat_plant
3157,5,0,5,3,grain,grain,wheat_plant
3158,5,0,5,3,flour,flour,wheat_plant_1
3158,5,0,5,3,crops,crops,wheat_plant_1
3158,5,0,5,3,wheat,wheat,wheat_plant_1
3158,5,0,5,3,grain,grain,wheat_plant_1
3159,5,0,5,3,flour,flour,wheat_plant_2
3159,5,0,5,3,wheat,wheat,wheat_plant_2
3159,5,0,5,3,crops,crops,wheat_plant_2
3159,5,0,5,3,grain,grain,wheat_plant_2
3160,5,0,5,3,crops,crops,wheat_plant_3
3160,5,0,5,3,wheat,wheat,wheat_plant_3
3160,15,0,15,3,grain,grain,wheat_plant_3
3161,10,0,10,3,crops,crops,
3161,10,0,10,3,flour,flour,
3161,10,0,10,3,wheat,wheat,
3161,10,0,10,3,grain,grain,
3162,10,0,10,3,crops,crops,
3162,10,0,10,3,flour,flour,
3162,10,0,10,3,wheat,wheat,
3162,10,0,10,3,grain,grain,
3163,10,0,10,3,crops,crops,
3163,10,0,10,3,flour,flour,
3163,10,0,10,3,wheat,wheat,
3163,10,0,10,3,grain,grain,
3164,5,0,5,3,fruit,fruit,
3164,1,0,1,3,crops,crops,
3165,5,0,5,3,fruit,fruit,WATERMELON
3165,1,0,1,3,crops,crops,WATERMELON
3169,1,0,1,3,crops,crops,turnip_plant
3170,1,0,1,3,crops,crops,turnip_plant_1
3171,1,0,1,3,crops,crops,turnip_plant_2
3172,1,0,1,3,food,food,gourd_2b
3172,1,0,1,3,crops,crops,gourd_2b
3173,1,0,1,3,food,food,GOURD_2
3173,1,0,1,3,crops,crops,GOURD_2
3174,1,0,1,3,food,food,GOURD_1
3174,1,0,1,3,crops,crops,GOURD_1
3175,1,0,1,3,food,food,gourd_1b
3175,1,0,1,3,crops,crops,gourd_1b
3176,1,0,1,3,crops,crops,
3177,1,0,1,3,crops,crops,
3178,5,0,5,3,food,food,pumpkin_2
3178,1,0,1,3,crops,crops,pumpkin_2
3179,5,0,5,3,food,food,pumpkin_3
3179,1,0,1,3,crops,crops,pumpkin_3
3180,5,0,5,3,food,food,PUMPKIN
3180,1,0,1,3,crops,crops,PUMPKIN
3181,1,0,1,3,food,food,onion_2j
3181,1,0,1,3,crops,crops,onion_2j
3182,1,0,1,3,food,food,ONION_OBJ
3182,1,0,1,3,crops,crops,ONION_OBJ
3183,1,0,1,3,crops,crops,CROP_ONION
3184,1,0,1,3,food,food,HEAD_OF_LETTUCE
3184,1,0,1,3,crops,crops,HEAD_OF_LETTUCE
3185,1,0,1,3,food,food,CROP_LETTUCE
3185,1,0,1,3,crops,crops,CROP_LETTUCE
3186,1,0,1,3,food,food,squash_2
3186,1,0,1,3,crops,crops,squash_2
3187,1,0,1,3,food,food,SQUASH
3187,1,0,1,3,crops,crops,SQUASH
3188,1,0,1,3,food,food,melon_2
3188,1,0,1,3,crops,crops,melon_2
3189,1,0,1,3,food,food,MELON
3189,1,0,1,3,crops,crops,MELON
3190,1,0,1,3,crops,crops,CROP_CARROT
3191,1,0,1,3,food,food,carrot_2
3191,1,0,1,3,crops,crops,carrot_2
3192,1,0,1,3,food,food,CARROT_OBJ
3192,1,0,1,3,crops,crops,CARROT_OBJ
3193,1,0,1,3,food,food,cantelope_2
3193,1,0,1,3,crops,crops,cantelope_2
3194,1,0,1,3,food,food,CANTELOPE
3194,1,0,1,3,crops,crops,CANTELOPE
3195,1,0,1,3,food,food,head_of_cabbage_2
3195,1,0,1,3,crops,crops,head_of_cabbage_2
3196,1,0,1,3,food,food,HEAD_OF_CABBAGE
3196,1,0,1,3,crops,crops,HEAD_OF_CABBAGE
3197,5,0,5,3,crops,crops,
3198,1,0,1,3,crops,crops,
3199,1,0,1,3,food,food,corn_2
3199,1,0,1,3,crops,crops,corn_2
3200,1,0,1,3,food,food,corn_3
3200,1,0,1,3,crops,crops,corn_3
3201,1,0,1,3,food,food,corn_4
3201,1,0,1,3,crops,crops,corn_4
3202,1,0,1,3,food,food,CORN
3202,1,0,1,3,crops,crops,CORN
3215,5,0,5,3,foliage,foliage,
3216,5,0,5,3,foliage,foliage,
3217,7,0,7,3,foliage,foliage,
3218,5,0,5,3,foliage,foliage,
3221,5,0,5,3,jungle,jungle,
3221,15,1,15,3,wood,wood,
3221,15,3,15,3,foliage,foliage,
3221,50,5,50,3,fruit,fruit,
3222,1,0,1,3,desert,desert,
3222,15,1,15,3,wood,wood,
3222,50,5,50,3,fruit,fruit,
3222,10,2,10,3,foliage,foliage,
3223,5,1,5,3,foliage,foliage,
3224,5,1,5,3,foliage,foliage,
3230,10,1,10,3,wood,wood,
3230,5,1,5,3,foliage,foliage,
3231,5,1,5,3,foliage,foliage,
3232,5,1,5,3,foliage,foliage,
3233,5,1,5,3,foliage,foliage,
3240,50,0,50,3,fruit,fruit,
3242,50,0,50,3,fruit,fruit,
3243,50,0,50,3,fruit,fruit,
3244,1,1,1,3,grass,grass,
3245,1,1,1,3,grass,grass,
3246,1,1,1,3,grass,grass,
3247,1,1,1,3,grass,grass,
3248,1,1,1,3,grass,grass,
3249,1,1,1,3,grass,grass,
3250,1,1,1,3,grass,grass,
3251,1,1,1,3,grass,grass,
3252,1,1,1,3,grass,grass,
3253,1,1,1,3,grass,grass,
3254,1,1,1,3,grass,grass,
3255,2,1,2,3,foliage,foliage,
3256,2,1,2,3,foliage,foliage,
3257,2,1,2,3,foliage,foliage,
3258,2,1,2,3,foliage,foliage,
3259,2,1,2,3,foliage,foliage,
3260,2,1,2,3,foliage,foliage,
3261,2,1,2,3,foliage,foliage,
3268,2,1,2,3,foliage,foliage,
3269,1,1,1,3,grass,grass,
3270,1,1,1,3,grass,grass,
3274,15,1,15,3,wood,wood,
3275,15,1,15,3,wood,wood,
3276,15,1,15,3,wood,wood,
3277,15,1,15,3,wood,wood,
3278,20,4,20,3,foliage,foliage,
3279,20,4,20,3,foliage,foliage,
3280,15,1,15,3,wood,wood,
3281,10,2,10,3,foliage,foliage,
3282,5,1,5,3,foliage,foliage,
3283,15,1,15,3,wood,wood,
3284,20,4,20,3,foliage,foliage,
3285,10,2,10,3,foliage,foliage,
3286,15,1,15,3,wood,wood,
3287,20,4,20,3,foliage,foliage,
3288,15,1,15,3,wood,wood,
3289,20,4,20,3,foliage,foliage,
3290,15,1,15,3,wood,wood,
3291,20,4,20,3,foliage,foliage,
3292,10,2,10,3,foliage,foliage,
3293,15,1,15,3,wood,wood,
3294,20,4,20,3,foliage,foliage,
3295,10,2,10,3,foliage,foliage,
3296,15,1,15,3,wood,wood,
3297,20,4,20,3,foliage,foliage,
3298,10,2,10,3,foliage,foliage,
3299,15,1,15,3,wood,wood,
3300,20,4,20,3,foliage,foliage,
3301,10,2,10,3,foliage,foliage,
3302,15,1,15,3,wood,wood,
3303,20,4,20,3,foliage,foliage,
3304,10,2,10,3,foliage,foliage,
3307,1,0,1,3,foliage,foliage,
3308,1,0,1,3,foliage,foliage,
3309,1,0,1,3,foliage,foliage,
3310,1,0,1,3,foliage,foliage,
3311,1,0,1,3,foliage,foliage,
3312,1,0,1,3,foliage,foliage,
3313,1,0,1,3,foliage,foliage,
3314,1,0,1,3,foliage,foliage,
3315,10,5,10,3,dead_logs,dead_logs,
3315,5,1,5,3,insects,insects,
3316,10,5,10,3,dead_logs,dead_logs,
3316,5,1,5,3,insects,insects,
3317,10,5,10,3,dead_logs,dead_logs,
3317,5,1,5,3,insects,insects,
3318,10,5,10,3,dead_logs,dead_logs,
3318,5,1,5,3,insects,insects,
3319,10,5,10,3,dead_logs,dead_logs,
3319,5,1,5,3,insects,insects,
3320,15,1,15,3,wood,wood,
3321,20,4,20,3,foliage,foliage,
3322,10,2,10,3,foliage,foliage,
3323,15,1,15,3,wood,wood,
3324,20,4,20,3,foliage,foliage,
3325,10,2,10,3,foliage,foliage,
3326,15,1,15,3,wood,wood,
3327,20,4,20,3,foliage,foliage,
3328,10,2,10,3,foliage,foliage,
3329,15,1,15,3,wood,wood,
3330,20,4,20,3,foliage,foliage,
3331,10,2,10,3,foliage,foliage,
3332,5,5,5,3,insects,insects,
3333,5,5,5,3,insects,insects,
3333,1,1,1,3,swamp,swamp,
3334,1,1,1,3,swamp,swamp,
3335,1,1,1,3,swamp,swamp,
3336,1,1,1,3,swamp,swamp,
3337,1,1,1,3,swamp,swamp,
3338,1,1,1,3,swamp,swamp,
3339,1,1,1,3,swamp,swamp,
3340,1,1,1,3,mushrooms,mushrooms,
3341,1,1,1,3,mushrooms,mushrooms,
3342,1,1,1,3,mushrooms,mushrooms,
3343,1,1,1,3,mushrooms,mushrooms,
3344,1,1,1,3,mushrooms,mushrooms,
3345,1,1,1,3,mushrooms,mushrooms,
3346,1,1,1,3,mushrooms,mushrooms,
3348,1,1,1,3,mushrooms,mushrooms,
3349,1,1,1,3,mushrooms,mushrooms,
3350,1,1,1,3,mushrooms,mushrooms,
3351,1,1,1,3,mushrooms,mushrooms,
3352,1,1,1,3,mushrooms,mushrooms,
3353,1,1,1,3,mushrooms,mushrooms,
3354,1,0,1,3,fruit,fruit,grapes_2
3354,1,0,1,3,food,food,grapes_2
3358,5,1,5,3,fruit,fruit,
3359,5,1,5,3,fruit,fruit,
3363,5,1,5,3,fruit,fruit,
3364,5,1,5,3,fruit,fruit,
3385,2,0,2,3,crops,crops,TURNIP_2
3385,2,0,2,3,food,food,TURNIP_2
3386,2,0,2,3,food,food,TURNIP_1
3386,2,0,2,3,crops,crops,TURNIP_1
3391,3,1,3,3,insects,insects,
3391,6,0,6,3,foliage,foliage,
3392,3,1,3,3,insects,insects,
3392,3,0,3,3,foliage,foliage,
3392,1,0,1,3,wood,wood,
3395,20,1,20,3,wood,wood,
3397,5,1,5,3,foliage,foliage,
3398,10,2,10,3,foliage,foliage,
3399,15,3,15,3,foliage,foliage,
3400,20,4,20,3,foliage,foliage,
3401,20,4,20,3,foliage,foliage,
3402,15,3,15,3,foliage,foliage,
3403,10,2,10,3,foliage,foliage,
3404,5,1,5,3,foliage,foliage,
3405,10,2,10,3,foliage,foliage,
3406,15,3,15,3,foliage,foliage,
3407,20,4,20,3,foliage,foliage,
3408,20,4,20,3,foliage,foliage,
3409,15,3,15,3,foliage,foliage,
3410,10,2,10,3,foliage,foliage,
3411,5,1,5,3,foliage,foliage,
3420,5,1,5,3,foliage,foliage,
3421,10,2,10,3,foliage,foliage,
3422,15,3,15,3,foliage,foliage,
3423,20,4,20,3,foliage,foliage,
3424,20,4,20,3,foliage,foliage,
3425,15,3,15,3,foliage,foliage,
3426,8,2,8,3,foliage,foliage,
3427,5,1,5,3,foliage,foliage,
3428,15,3,15,3,foliage,foliage,
3429,20,4,20,3,foliage,foliage,
3430,25,5,25,3,foliage,foliage,
3431,25,5,25,3,foliage,foliage,
3432,15,3,15,3,foliage,foliage,
3433,10,2,10,3,foliage,foliage,
3443,5,1,5,3,foliage,foliage,
3444,10,2,10,3,foliage,foliage,
3445,10,2,10,3,foliage,foliage,
3446,15,3,15,3,foliage,foliage,
3447,10,2,10,3,foliage,foliage,
3448,10,2,10,3,foliage,foliage,
3449,5,1,5,3,foliage,foliage,
3450,5,1,5,3,foliage,foliage,
3451,15,3,15,3,foliage,foliage,
3452,20,4,20,3,foliage,foliage,
3453,20,4,20,3,foliage,foliage,
3454,15,3,15,3,foliage,foliage,
3455,10,2,10,3,foliage,foliage,
3461,15,1,15,3,wood,wood,
3463,10,2,10,3,foliage,foliage,
3464,15,3,15,3,foliage,foliage,
3465,15,3,15,3,foliage,foliage,
3466,15,3,15,3,foliage,foliage,
3467,10,2,10,3,foliage,foliage,
3468,5,1,5,3,foliage,foliage,
3469,10,2,10,3,foliage,foliage,
3470,10,2,10,3,foliage,foliage,
3471,10,2,10,3,foliage,foliage,
3472,5,1,5,3,foliage,foliage,
3476,15,1,15,3,wood,wood,
3477,20,4,20,3,foliage,foliage,
3478,20,4,20,3,foliage,foliage,
3478,50,5,50,3,fruit,fruit,
3479,10,2,10,3,foliage,foliage,
3480,15,1,15,3,wood,wood,
3481,20,4,20,3,foliage,foliage,
3482,20,4,20,3,foliage,foliage,
3482,50,5,50,3,fruit,fruit,
3483,10,2,10,3,foliage,foliage,
3484,15,1,15,3,wood,wood,
3485,20,4,20,3,foliage,foliage,
3486,20,4,20,3,foliage,foliage,
3486,50,5,50,3,fruit,fruit,
3487,10,2,10,3,foliage,foliage,
3488,15,1,15,3,wood,wood,
3489,10,2,10,3,foliage,foliage,
3490,50,5,50,3,fruit,fruit,
3490,10,2,10,3,foliage,foliage,
3491,5,1,5,3,foliage,foliage,
3492,15,1,15,3,wood,wood,
3493,20,4,20,3,foliage,foliage,
3494,20,4,20,3,foliage,foliage,
3494,50,5,50,3,fruit,fruit,
3495,10,2,10,3,foliage,foliage,
3496,15,1,15,3,wood,wood,
3497,20,4,20,3,foliage,foliage,
3498,20,4,20,3,foliage,foliage,
3498,50,5,50,3,fruit,fruit,
3499,10,2,10,3,foliage,foliage,
3502,3,0,3,3,wheat,wheat,
3502,3,0,3,3,crops,crops,
3502,3,0,3,3,grain,grain,
3503,3,0,3,3,wheat,wheat,
3503,3,0,3,3,crops,crops,
3503,3,0,3,3,grain,grain,
3504,1,0,1,3,home,home,
3505,1,0,1,3,home,home,
3506,1,0,1,3,home,home,
3507,1,0,1,3,home,home,
3508,1,0,1,3,home,home,
3509,1,0,1,3,home,home,
3516,1,1,1,3,swamp,swamp,
3517,1,1,1,3,swamp,swamp,
3518,1,1,1,3,swamp,swamp,
3519,3,0,3,3,wood,wood,FISHING_POLE
3520,3,0,3,3,wood,wood,FISHING_POLE_2
3521,1,1,1,3,swamp,swamp,
3522,1,1,1,3,swamp,swamp,
3523,1,1,1,3,swamp,swamp,
3542,1,0,1,3,fish,fish,SMALL_FISH_1
3543,1,0,1,3,fish,fish,SMALL_FISH_2
3553,1,0,1,3,wood,wood,KINDLING
3554,1,0,1,3,wood,wood,kindling_2
3567,0,0,27242,0,insects,insects,
3568,2,0,2,3,wood,wood,BLACK_STAFF
3568,1,0,1,3,weapon,weapon,BLACK_STAFF
3569,2,0,2,3,wood,wood,BLACK_STAFF_2
3569,1,0,1,3,weapon,weapon,BLACK_STAFF_2
3576,30,0,30,3,cloth,cloth,RAW_WOOL
3577,60,0,60,3,cloth,cloth,RAW_COTTON
3578,1,0,1,3,feathers,feathers,
3579,1,0,1,3,feathers,feathers,
3584,1,0,1,3,sellable,sellable,
3605,1,0,1,3,gambling,gambling,
3606,1,0,1,3,gambling,gambling,
3607,1,0,1,3,gambling,gambling,
3608,1,0,1,3,gambling,gambling,
3609,1,0,1,3,gambling,gambling,
3612,2,0,2,3,gambling,gambling,BACKGAMMON_2
3613,10,0,10,3,cloth,cloth,BALL_OF_YARN_1
3614,10,0,10,3,cloth,cloth,BALL_OF_YARN_2
3615,10,0,10,3,cloth,cloth,BALL_OF_YARN_3
3616,1,0,1,3,cloth,cloth,bandage_2_l
3617,1,0,1,3,cloth,cloth,BANDAGE_2
3618,1,0,1,3,cloth,cloth,bloody_bandage
3636,1,0,1,3,magic,magic,
3637,2,0,2,3,magic,magic,
3638,2,0,2,3,magic,magic,
3639,2,0,2,3,magic,magic,
3640,2,0,2,3,magic,magic,
3641,2,0,2,3,magic,magic,
3642,2,0,2,3,magic,magic,
3643,5,0,5,3,magic,magic,
3644,12,0,5,3,wood,wood,LARGE_CRATE_1
3645,12,0,5,3,wood,wood,LARGE_CRATE_2
3646,10,0,3,3,wood,wood,MEDIUM_CRATE_1
3647,10,0,3,3,wood,wood,MEDIUM_CRATE_2
3648,8,0,8,3,metal,metal,METAL_CHEST_1
3649,8,0,8,3,metal,metal,METAL_CHEST_2
3650,14,0,8,3,wood,wood,WOODEN_CHEST_1
3651,14,0,8,3,wood,wood,CHEST_2
3664,10,0,10,3,wood,wood,
3665,10,0,10,3,wood,wood,
3666,25,0,25,3,wood,wood,
3667,25,0,25,3,wood,wood,
3668,25,0,25,3,wood,wood,
3669,25,0,25,3,wood,wood,
3674,100,0,100,3,wood,wood,
3675,100,0,100,3,wood,wood,
3699,10,0,10,3,metal,metal,
3700,50,0,50,3,metal,metal,
3701,4,0,4,3,leather,leather,BACKPACK
3702,2,0,1,3,leather,leather,BAG_2
3703,3,0,3,3,wood,wood,BIG_BARREL
3705,1,0,1,3,leather,leather,BELT_POUCH
3707,50,0,50,3,water,water,
3708,8,0,8,3,metal,metal,METAL_CHEST_3
3709,8,0,5,3,wood,wood,WOODEN_BOX_1
3710,8,0,2,3,wood,wood,SMALL_CRATE_1
3711,2,0,2,3,wood,wood,SMALL_KEG
3712,2,0,2,3,metal,metal,
3717,1,0,1,3,wood,wood,PICKAXE_2
3717,1,0,1,3,metal,metal,PICKAXE_2
3718,1,0,1,3,metal,metal,PICKAXE
3718,1,0,1,3,wood,wood,PICKAXE
3719,2,0,2,3,wood,wood,PITCHFORK
3720,2,0,2,3,wood,wood,PITCHFORK_2
3721,3,0,3,3,wood,wood,QUARTER_STAFF
3722,3,0,3,3,wood,wood,QUARTER_STAFF_2
3723,4,0,4,3,metal,metal,
3724,5,0,5,3,metal,metal,
3725,5,0,5,3,metal,metal,
3726,4,0,4,3,metal,metal,
3727,4,0,4,3,metal,metal,
3728,5,0,5,3,metal,metal,
3729,7,0,7,3,metal,metal,
3730,9,0,9,3,metal,metal,
3731,5,0,5,3,metal,metal,
3732,8,0,8,3,metal,metal,
3733,7,0,7,3,metal,metal,
3734,9,0,9,3,metal,metal,
3739,1,0,1,3,magic,magic,MORTAR_PESTLE
3740,1,0,1,3,leather,leather,DRUM
3740,1,0,1,3,wood,wood,DRUM
3741,1,0,1,3,wood,wood,TAMBOURINE
3761,2,0,2,3,wood,wood,LARGE_HARP
3762,2,0,2,3,wood,wood,LYRE
3763,1,0,1,3,wood,wood,LUTE
3778,1,0,1,3,metal,metal,MEAT_CLEAVER_2
3779,1,0,1,3,metal,metal,MEAT_CLEAVER
3780,1,0,1,3,metal,metal,SKINNING_KNIFE
3781,1,0,1,3,metal,metal,SKINNING_KNIFE_2
3796,1,0,1,3,spookiness,spookiness,
3797,1,0,1,3,spookiness,spookiness,
3798,1,0,1,3,spookiness,spookiness,
3799,1,0,1,3,spookiness,spookiness,
3800,1,0,1,3,spookiness,spookiness,
3801,1,0,1,3,spookiness,spookiness,
3802,1,0,1,3,spookiness,spookiness,
3803,1,0,1,3,spookiness,spookiness,
3804,1,0,1,3,spookiness,spookiness,
3805,1,0,1,3,spookiness,spookiness,
3806,1,0,1,3,spookiness,spookiness,
3810,5,0,5,3,spookiness,spookiness,
3811,5,0,5,3,spookiness,spookiness,
3811,5,0,5,3,spider_silk,spider_silk,
3812,5,0,5,3,spookiness,spookiness,
3812,5,0,5,3,spider_silk,spider_silk,
3813,5,0,5,3,spookiness,spookiness,
3813,5,0,5,3,spider_silk,spider_silk,
3814,5,0,5,3,spookiness,spookiness,
3814,5,0,5,3,spider_silk,spider_silk,
3817,1,0,1,3,cloth,cloth,BANDAGE
3821,1,0,1,3,gold,gold,
3822,5,0,5,3,gold,gold,
3823,100,0,100,3,gold,gold,
3827,1,0,1,3,magic,magic,SCROLL_BLANK
3834,5,0,5,3,magic,magic,SPELL_BOOK
3839,1,1,1,3,ink,ink,HAIR_DYE
3846,2,0,2,3,magic,magic,BLIND_POTION
3847,2,0,2,3,magic,magic,SLEEP_POTION
3848,2,0,2,3,magic,magic,AGILITY_POTION
3849,2,0,2,3,magic,magic,STRENGTH_POTION
3850,2,0,2,3,magic,magic,POISON_POTION
3851,4,0,2,3,magic,magic,REFRESH_POTION
3852,4,0,2,3,magic,magic,HEAL_POTION
3853,4,0,2,3,magic,magic,KABOOM_POTION
3854,1,0,1,3,magic,magic,EMPTY_VIAL
3855,5,0,5,3,jewels,jewels,STAR_SAPPHIRE
3856,4,0,4,3,jewels,jewels,GEM2
3857,4,0,4,3,jewels,jewels,GEM3
3858,4,0,4,3,jewels,jewels,GEM4
3859,3,0,3,3,jewels,jewels,GEM5
3860,3,0,3,3,jewels,jewels,GEM6
3861,2,0,2,3,jewels,jewels,GEM7
3862,4,0,4,3,jewels,jewels,AMETHYST
3863,4,0,4,3,jewels,jewels,GEM9
3864,3,0,3,3,jewels,jewels,TOURMALINE
3865,4,0,4,3,jewels,jewels,GEM11
3866,3,0,3,3,jewels,jewels,GEM12
3867,5,0,5,3,jewels,jewels,GEM13
3868,3,0,3,3,jewels,jewels,GEM14
3869,3,0,3,3,jewels,jewels,GEM15
3870,3,0,3,3,jewels,jewels,GEM16
3871,4,0,4,3,jewels,jewels,GEM17
3872,3,0,3,3,jewels,jewels,GEM18
3873,5,0,5,3,jewels,jewels,GEM19
3874,4,0,4,3,jewels,jewels,GEM20
3875,2,0,2,3,jewels,jewels,GEM21
3876,2,0,2,3,jewels,jewels,GEM22
3877,2,0,2,3,jewels,jewels,AMBER
3878,8,0,8,3,jewels,jewels,DIAMOND
3879,8,0,8,3,jewels,jewels,GEM25
3880,8,0,8,3,jewels,jewels,GEM26
3881,8,0,8,3,jewels,jewels,GEM27
3882,3,0,3,3,jewels,jewels,GEM28
3883,3,0,3,3,jewels,jewels,GEM29
3884,2,0,2,3,jewels,jewels,GEM30
3885,3,0,3,3,jewels,jewels,
3886,4,0,4,3,jewels,jewels,
3887,4,0,4,3,jewels,jewels,
3888,8,0,8,3,jewels,jewels,
3892,5,1,5,3,stables,stables,
3894,5,0,5,3,wheat,wheat,BUNDLE_OF_GRAIN
3894,5,0,5,3,grain,grain,BUNDLE_OF_GRAIN
3894,5,0,5,3,crops,crops,BUNDLE_OF_GRAIN
3894,5,0,5,3,flour,flour,BUNDLE_OF_GRAIN
3897,4,0,2,3,metal,metal,SHOVEL
3898,4,0,2,3,metal,metal,SHOVEL_2
3903,1,0,1,3,wood,wood,ARROWS
3904,1,0,1,3,wood,wood,
3905,1,0,1,3,wood,wood,
3906,1,0,1,3,wood,wood,
3907,1,0,1,3,weapon,weapon,HATCHET
3907,2,0,2,3,metal,metal,HATCHET
3907,2,0,2,3,wood,wood,HATCHET
3908,1,0,1,3,weapon,weapon,HATCHET_2
3908,2,0,2,3,wood,wood,HATCHET_2
3908,2,0,2,3,metal,metal,HATCHET_2
3909,1,0,1,3,weapon,weapon,BAD_AXE
3909,14,0,1,3,metal,metal,BAD_AXE
3910,1,0,1,3,weapon,weapon,BAD_AXE_2
3910,14,0,1,3,metal,metal,BAD_AXE_2
3911,1,0,1,3,weapon,weapon,BATTLE_AXE
3911,14,0,2,3,metal,metal,BATTLE_AXE
3912,1,0,1,3,weapon,weapon,BATTLE_AXE_2
3912,14,0,2,3,metal,metal,BATTLE_AXE_2
3913,1,0,1,3,weapon,weapon,NEW_AXE
3913,14,0,4,3,metal,metal,NEW_AXE
3914,1,0,1,3,weapon,weapon,NEW_AXE_2
3914,14,0,4,3,metal,metal,NEW_AXE_2
3915,12,0,12,3,metal,metal,DOUBLE_NEW_AXE
3916,1,0,1,3,weapon,weapon,DOUBLE_NEW_AXE_2
3916,12,0,6,3,metal,metal,DOUBLE_NEW_AXE_2
3917,1,0,1,3,weapon,weapon,BARDICHE
3917,18,0,4,3,metal,metal,BARDICHE
3918,1,0,1,3,weapon,weapon,BARDICHE_2
3918,18,0,4,3,metal,metal,BARDICHE_2
3919,1,0,1,3,weapon,weapon,CROSSBOW
